424_행정구역코드,평균공시지가(원/㎡),가구수,소득분위,단위면적당버스정류장개수,토지이용비율_주거,토지이용비율_상업,토지이용비율_공업,토지이용비율_녹지,토지이용비율_기타,1차산업_사업체규모(명/개),2차산업_사업체규모(명/개),3차산업_사업체규모(명/개),분산,총 인구수,참여율
1101072,6112271.858,5352,8분위,9.727626459,0.464828524,0.001341635,0,0.53382984,0,0,2.492063492,5.606217617,0.000228984,11978,0.005259643
1101053,10774863.12,4758,9분위,32.5203252,0.563596426,0.303468941,0,0.132934633,0,16,5.407563025,11.40742285,0.000210733,9372,0.003414426
1101054,6686926.816,1340,7분위,10.06711409,0.345160692,0.005842917,0,0.648996391,0,0,3.641509434,5.299003322,0.000155379,2456,0.006107492
1101055,1954082.272,4389,7분위,16.74008811,0.472757717,0,0,0.527242283,0,0,2.64556962,4.359509202,0.000102226,9579,0.002401086
1101056,2100074.174,7519,8분위,7.328072153,0.262839477,0,0,0.737160523,0,0,4.808988764,3.159902597,0.000102978,18152,0.002479066
1101057,2621027.273,3189,9분위,11.11111111,0.556157136,0,0,0.443842864,0,0,2.863636364,2.473612991,0.000280698,8259,0.008233442
1101058,5051351.774,4594,8분위,85.71428571,0.880458834,0.110182246,0,0.00935892,0,0,58.45,10.92934783,6.74E-05,10046,0.003882142
1101060,5549920.553,2075,7분위,44.44444444,0.882339001,0.006223654,0,0.111437345,0,0,124.4328358,6.477827051,0.000208017,4088,0.003913894
1101061,14317371.89,5274,7분위,35.31914894,0.092857168,0.64959419,0,0.257548642,0,2,7.341441028,6.028597908,0.000223695,7197,0.002917882
1101063,8053267.926,3392,6분위,48.33333333,0.151943236,0.848056764,0,0,0,1,2.379831933,2.955168854,9.63E-05,5089,0.003144036
1101064,4206936.368,4433,7분위,33.33333333,0.954788433,0.045211567,0,0,0,2,3.198675497,11.09796187,0.000155327,7231,0.002350989
1101073,5264591.277,9367,7분위,32.14285714,0.889434455,0.014221047,0,0.096344498,0,0,4.1875,3.933113519,0.000367445,16383,0.003723372
1101067,4041124.583,2960,5분위,48.38709677,0.38648593,0.61351407,0,0,0,0,2.079787234,2.374025974,9.39E-05,4891,0.003475772
1101068,4041124.583,4184,5분위,3.846153846,0.986940664,0.013059336,0,0,0,0,2,2.119929453,0.000188352,7911,0.001769688
1101069,4041124.583,2911,7분위,21.73913043,1,0,0,0,0,0,2.413333333,2.601648352,0.000154867,6575,0.004106464
1101070,3982535.959,3038,6분위,60.86956522,0.905361504,0.094638496,0,0,0,0,2.932806324,2.391304348,0.000141942,5837,0.002741134
1101071,3982535.959,6160,6분위,25.71428571,0.382516983,0.617483017,0,0,0,0,2.946188341,2.602416255,7.39E-05,9639,0.002489885
1102052,16831311.18,1130,9분위,50.52631579,0.44532697,0.55467303,0,0,0,0,9.635514019,12.6554,0.000167876,2250,0.006222222
1102054,18707607.72,3014,8분위,66.66666667,0.511943614,0.488056386,0,0,0,0,6.229681979,4.961062144,0.000154092,4784,0.003762542
1102055,25044111.24,1414,7분위,49.49494949,0.19771091,0.80228909,0,0,0,1,5.512893983,12.77573832,0.000176664,2884,0.003467406
1102057,6687477.802,2408,7분위,14.03508772,0.926017309,0.073982691,0,0,0,0,3.65028665,8.412358134,0.000135537,4023,0.004474273
1102058,5238698.883,2753,6분위,10.29411765,0.990725899,0.009274101,0,0,0,0,7.645962733,9.234090909,0.000171137,4590,0.003267974
1102059,8537897.952,3279,7분위,29.72972973,0.083101555,0.916898445,0,0,0,0,2.271297989,4.311470455,0.000135931,5255,0.003996194
1102060,12376092.32,1504,7분위,36.66666667,0,1,0,0,0,0,2.648576749,3.580414938,0.000138331,1738,0.003452244
1102069,6957582.833,4635,6분위,16.36363636,0.37834154,0.62165846,0,0,0,0,2.209511568,1.96064448,9.78E-05,7673,0.002085234
1102070,4472471.939,6915,6분위,15.68627451,1,0,0,0,0,0,3.364516129,4.483362522,0.000236893,13798,0.002174228
1102071,4472471.939,7802,8분위,29.16666667,1,0,0,0,0,0,3.5,3.759597806,8.75E-05,16676,0.003957784
1102072,4472471.939,6400,7분위,14.70588235,1,0,0,0,0,0,4.298076923,3.477799228,0.000131946,13588,0.002796585
1102065,4472471.939,5386,7분위,33.33333333,0.918198533,0.081801467,0,0,0,0,2.902887139,2.598633646,0.000246987,10363,0.0033774
1102073,4472471.939,4170,7분위,23.07692308,1,0,0,0,0,0,3.504273504,3.205882353,0.000182615,10266,0.004091175
1102067,6265134.615,6918,7분위,21.21212121,0,1,0,0,0,0,2.34751773,2.41723356,0.000129514,12576,0.002624046
1102068,5451064.527,5647,8분위,25,0.754047284,0.194225806,0,0.05172691,0,0,3.989690722,7.062751408,0.000106779,12035,0.004819277
1103051,4460284.113,8724,7분위,20.93023256,0.999970903,2.91E-05,0,0,0,0,2.84,3.433853739,0.000196314,16833,0.00267332
1103052,3869486.078,5384,6분위,16.32653061,0.35115629,0,0,0.64884371,0,0,1.560606061,2.604113111,9.24E-05,9456,0.003278342
1103053,7794259.506,5384,7분위,23.52941176,0.413367067,0.165665422,0,0.420967511,0,1,12.27741935,7.915270464,0.000106397,7351,0.003128826
1103071,4882629.191,11102,6분위,34.44444444,0.969924475,0.030075525,0,0,0,0,2.537530266,4.964467005,0.000212015,19471,0.002721997
1103072,6290470.006,8035,8분위,50.84745763,0.675831747,0.324168253,0,0,0,0,3.151658768,4.75196038,0.000179569,15950,0.00338558
1103057,4317064.662,6038,8분위,40.84507042,0.718033856,0.094263272,0,0.187702871,0,5,4.433962264,4.635552505,0.00027475,13751,0.003417933
1103058,4842014.238,4373,7분위,50,1,0,0,0,0,0,6.492307692,3.412872841,0.000230084,10037,0.003387466
1103059,5896927.272,5438,7분위,92.85714286,1,0,0,0,0,0,2.294117647,2.235772358,0.000213994,11863,0.002613167
1103073,10060090.03,10405,9분위,15.17241379,0.460089571,0.22693196,0,0.312978469,0,1,5.684684685,7.367698137,0.000147143,21763,0.002113679
1103063,7113315,10344,9분위,6.293706294,0.260095238,0.000417126,0,0.739487635,0,0,1.891891892,2.99037037,0.000121992,25893,0.002471711
1103064,7113315,3847,7분위,8.196721311,0.209082022,0.000502558,0,0.79041542,0,0,1.931818182,2.13618677,0.000127584,8303,0.003854029
1103065,7499570.863,3935,7분위,26.31578947,0.88913511,0.11086489,0,0,0,0,1.794117647,3.561841375,0.000151044,6392,0.004067584
1103066,7499570.863,5025,7분위,26.74418605,0.923227904,0,0,0.076772096,0,0,2.93814433,2.522727273,0.000328288,8997,0.002889852
1103074,7621903.972,11412,8분위,13.95348837,0.857849741,0.014994315,0,0.127155944,0,0,5.055335968,6.202173913,0.000208139,20389,0.002354211
1103069,4741546.552,5326,8분위,7.5,0.322619524,0,0,0.677380476,0,0,19.21428571,6.762376238,0.000208254,13051,0.003064899
1103070,6815916.59,7784,6분위,16.90140845,0.814480797,0,0,0.185519203,0,0,1.730769231,2.078972407,0.000240287,13453,0.002378652
1104052,3844616.366,7629,7분위,36.58536585,0.937574851,0.062425149,0,0,0,1,2.842105263,2.281504065,0.000135221,16475,0.003581184
1104071,4575667.779,12023,8분위,40.27777778,0.755348332,0.244651668,0,0,0,0,3.300225734,3.5947689,8.20E-05,26430,0.002307983
1104054,3620715.509,10912,7분위,29.52380952,0.968938364,0.031061636,0,0,0,2,2.710126582,3.203520692,0.000201517,22362,0.002370092
1104055,3344048.205,7801,7분위,32.72727273,0.875951543,0,0,0.124048457,0,0,2.590909091,8.436170213,0.000322378,11915,0.003021402
1104056,4200103.093,6455,8분위,59.3220339,0.912848858,0.087151142,0,0,0,0,4.715277778,6.211994421,0.000221441,13904,0.003452244
1104057,4200103.093,9483,8분위,71.42857143,1,0,0,0,0,0,1.855263158,2.378010471,0.0002131,23280,0.002534364
1104058,2238018.047,6128,8분위,50.87719298,0.769106563,0,0,0.230893437,0,0,1.275362319,1.752039152,0.00026874,15408,0.002985462
1104059,2970369.257,6713,8분위,71.73913043,1,0,0,0,0,0,2.169642857,2.666257669,0.000152915,15240,0.003805774
1104072,3948266.979,10318,8분위,85.9375,0.99514238,0.00485762,0,0,0,0,1.93902439,2.044049459,0.000121071,22735,0.002551133
1104062,4047780.186,6460,8분위,30.95238095,0.654455615,0,0,0.345544385,0,0,2.681318681,2.257709251,0.000252994,14325,0.002164049
1104073,3141338.166,11091,8분위,24.22680412,0.442621266,0,0,0.557378734,0,0,2.431372549,3.183048433,0.00021662,26033,0.002688895
1104065,5797200.635,7671,8분위,17.76649746,0.210386166,0.042851411,0.138528119,0.608234305,0,3,3.324292453,5.463414634,0.000236505,16514,0.003148843
1104066,5797200.635,6504,7분위,15.73033708,0.214905094,1.34E-05,0.395577163,0.389504324,0,1,4.7472661,5.629040404,0.000219305,12643,0.003638377
1104067,6086934.207,8455,6분위,32.47863248,0.326304457,0,0.32496918,0.348726363,0,0,5.386682243,5.846353203,0.000283308,15806,0.002593952
1104068,6086934.207,5700,7분위,23.30097087,0.020227711,0,0.979772289,0,0,0,7.43852663,7.077878434,0.000214266,10757,0.002509993
1104069,2997981.996,5572,6분위,17.33333333,0.534175825,0,0,0.465824175,0,0,3.240196078,2.769038702,0.00042807,10516,0.003233169
1104070,3405222.052,6872,6분위,7.359307359,0.749254573,0.064186447,0,0.18655898,0,3,4.01793722,5.384878049,0.000120321,11647,0.003262643
1105053,5610854.069,17039,6분위,25.86206897,0.950456114,0.049514394,2.95E-05,0,0,0,3.368794326,5.363357216,0.000254617,23138,0.003327859
1105054,4000333.213,11155,6분위,32.43243243,0.983310066,0.016689934,0,0,0,0,2.987447699,4.241860465,0.000301105,19591,0.003573069
1105055,3486295.613,8508,6분위,37.09677419,0.806476286,0.019673334,0,0.17385038,0,0,3.49103139,2.817116061,0.000192743,15496,0.002387713
1105056,3486295.613,10545,6분위,49.09090909,0.980409841,0.019590159,0,0,0,0,3.847058824,3.020895522,0.000154315,21428,0.002613403
1105057,3486295.613,8551,5분위,55,0.881558999,0,0,0.118441001,0,0,3.339950372,2.698750918,0.000372035,16135,0.002417106
1105058,3486295.613,13163,6분위,15.0862069,0.328302416,0,0,0.671697584,0,0,2.398280802,2.518409426,0.000110715,28577,0.002064597
1105059,4043867.562,6510,6분위,15.45454545,0.990856822,0.009143178,0,0,0,0,4.739495798,5.173515982,0.000123465,11301,0.00274312
1105063,2850202.756,12065,9분위,18.82845188,0.530258811,0,0,0.469741189,0,1,19.81222707,4.99025641,0.000553966,34665,0.002798211
1105064,4736206.342,11855,6분위,33.33333333,0.970855168,0.029144832,0,0,0,0,6.274131274,3.923679061,0.000220157,22285,0.002737267
1105065,4736206.342,11214,7분위,15.47619048,0.545016202,0.011176386,0,0.443807413,0,0,4.503246753,2.990466102,0.000185038,24632,0.003653784
1105066,4736206.342,11170,8분위,23.33333333,0.542549962,0.01975178,0,0.437698258,0,0,5.348148148,3.848908786,0.000319262,28073,0.003063442
1105067,4736206.342,9474,6분위,17.24137931,0.54688669,0.007216403,0.000305699,0.445591209,0,0,5.723849372,2.485188968,9.64E-05,17957,0.002171855
1105060,4195513.928,12108,6분위,33.92857143,0.944426457,0.055573543,0,0,0,1,4.031128405,2.708668076,0.000160434,21542,0.002321047
1105061,4195513.928,11685,6분위,20.14388489,0.688518255,0,0,0.311481745,0,0,4.941463415,2.886310905,0.00019798,26522,0.003091773
1105062,4195513.928,12201,8분위,35.29411765,0.782467643,1.61E-05,0,0.217516265,0,2,6.955357143,4.20815389,0.000228435,28654,0.002093948
1106081,4287970.705,18390,6분위,32.91925466,0.884842988,0.115157012,0,0,0,0,3.168083715,4.699431506,0.000107615,31619,0.002150606
1106082,3442068.759,13286,6분위,25.42372881,0.943729619,0.056270381,0,0,0,2,2.593001842,2.428601122,0.000129736,24617,0.002559207
1106083,3529175.337,15185,7분위,35.29411765,0.879332964,0.120667036,0,0,0,0,2.522796353,2.52991453,0.000166514,29198,0.00284266
1106084,3529175.337,7805,7분위,10.46511628,0.979495215,0.020504785,0,0,0,0,2.588709677,4.164505673,0.000271752,18557,0.002640513
1106091,3314394,12898,7분위,38.27160494,0.914256431,0.085743569,0,0,0,0,1.740797546,2.958316633,0.000319228,28991,0.002276569
1106086,3314394,12848,7분위,17.64705882,0.95068573,0.04931427,0,0,0,0,3.330383481,2.822169059,0.000137708,28334,0.002294064
1106087,3766918.312,18258,6분위,36.8,0.820173117,0.081963297,0,0.097863586,0,0,3.06416185,3.457554833,0.000300807,38241,0.002144295
1106088,3766918.312,14016,6분위,37.6146789,0.883294168,0.111529796,0,0.005176037,0,0,3.505050505,3.155378486,0.000591932,32484,0.001939416
1106080,3673244.923,10036,6분위,34.16666667,0.939493278,0.060506722,0,0,0,2,2.194736842,4.574505239,0.000204559,18813,0.003401903
1106071,3935466.236,6296,7분위,13.15789474,0.991622483,0.008377517,0,0,0,0,2.8,8.256285483,0.000240782,10498,0.003143456
1106072,3182308.051,7186,6분위,34.92063492,0.919873057,0.01344962,0,0.066677323,0,0,2.452991453,2.913527397,0.000208759,13927,0.002872119
1106073,3182308.051,11851,7분위,31.42857143,0.934810306,0,0,0.065189694,0,0,3.026086957,3.296129032,0.000339584,24115,0.003607713
1106089,3406902.42,10572,7분위,25,0.943198696,0.021435349,0,0.035365955,0,0,2.458333333,4.180802104,0.000423319,18019,0.003551806
1106090,3406902.42,8712,7분위,30.43478261,0.845116381,0.012156804,0,0.142726815,0,0,3.154471545,2.156587473,0.000262012,19987,0.003652374
1107052,2965484.148,12298,5분위,33.76623377,0.897579964,0,0,0.102420036,0,0,2.878014184,2.226862302,0.00023567,24049,0.002079089
1107054,2965484.148,8959,6분위,27.5862069,0.668422014,0,0,0.331577986,0,0,1.423184358,2.581866197,0.00030118,19029,0.002417363
1107055,2965484.148,6602,5분위,21.42857143,0.610492057,0,0,0.389507943,0,0,4.267100977,2.37236534,0.000235285,14784,0.003246753
1107071,2965484.148,17765,5분위,40.47619048,1,0,0,0,0,0,2.767741935,1.983000739,0.000142738,33478,0.001941574
1107057,2965484.148,10708,6분위,17.5,0.55519046,0.041815987,0,0.402993553,0,0,3.048,2.311630847,0.000260382,21756,0.001976466
1107072,2965484.148,12759,5분위,23.92638037,0.568326369,0.014044564,0,0.417629067,0,0,2.691743119,2.873599283,9.07E-05,24759,0.002625308
1107059,3513040.268,10297,6분위,23.86363636,0.859254508,0.032527822,0,0.10821767,0,0,2.004,3.92768595,0.000114729,24046,0.003160609
1107060,3513040.268,11702,6분위,30.76923077,0.783003839,0.203346964,0,0.013649196,0,0,2.08988764,3.085167074,0.000128986,20341,0.002064795
1107061,2917095.468,9121,6분위,21.875,0.865259167,0,0,0.134740833,0,0,3.255639098,2.779060816,0.000167574,19611,0.002702565
1107062,2917095.468,13880,5분위,34.65346535,0.740342963,0,0,0.259657037,0,0,2.818574514,2.705799151,0.000163127,24875,0.002170854
1107064,3095646.561,14972,7분위,35,0.820245459,0.043851697,0,0.135902845,0,0,3.557003257,2.555720654,0.000323626,34443,0.003484017
1107065,3095646.561,9338,6분위,28.35820896,0.763551955,0,0,0.236448045,0,0,2.959183673,1.930731707,0.000321139,18718,0.002617801
1107073,2589256.954,15073,6분위,27.39273927,0.550137262,0.047342631,0,0.402520106,0,0,3.375426621,2.820243833,0.000166247,32155,0.001865962
1107068,2589256.954,8431,5분위,13.04347826,0.675153913,0,0,0.324846087,0,0,3.401002506,2.630866426,0.000213994,16359,0.002139495
1107069,1527124.739,14806,6분위,30.859375,0.586494403,0.002368784,0,0.411136813,0,0,6.245421245,4.430099594,0.000369613,38512,0.003661197
1107070,1527124.739,9076,7분위,23.65591398,0.665265677,0.007868289,0,0.326866034,0,0,1.669767442,5.090976883,0.000333025,20435,0.00337656
1108081,4263811.301,8225,7분위,20.62937063,0.654674706,0.007976528,0,0.337348767,0,0,2.662420382,3.594611145,0.000165495,16522,0.002421014
1108082,4385641.343,11689,7분위,48.91304348,0.920709471,0.079290529,0,0,0,0,2.699115044,4.623849189,0.000216503,22871,0.003454156
1108083,4514434.778,9347,6분위,27.39726027,0.886423471,0.113576529,0,0,0,0,4.138554217,3.893481717,0.000142664,15480,0.002196382
1108058,2189700.069,6236,7분위,28.57142857,0.999999855,1.45E-07,0,0,0,0,6.354166667,2.784375,0.000142917,14687,0.002995847
1108059,2189700.069,8735,8분위,81.25,1,0,0,0,0,0,1.78,3.264260768,0.000154418,23825,0.003693599
1108060,3897044.409,9202,6분위,26.31578947,1,0,0,0,0,0,2.732057416,8.022118743,0.000342037,14936,0.002611141
1108061,4292527.614,7827,7분위,21.42857143,0.999834695,0.000165305,0,0,0,0,3.586034913,3.810966811,0.000143686,15416,0.002594707
1108062,2226764.664,7502,7분위,43.18181818,1,0,0,0,0,0,2.972972973,2.051464064,0.000154364,18178,0.003410716
1108063,2208232.366,9882,6분위,44.44444444,0.682496245,0,0,0.317503755,0,0,2.340277778,2.352895149,0.000157861,23048,0.003731343
1108064,2226764.664,8011,6분위,10.78167116,0.346486725,0,0,0.653513275,0,0,1.819672131,5.632608696,0.000176795,15046,0.002592051
1108065,2226764.664,10979,7분위,11.18210863,0.220561261,0,0,0.779438739,0,0,2.714285714,3.360968452,0.000233511,24873,0.002532867
1108066,4146701.609,12775,8분위,39.24050633,1,0,0,0,0,3,1.782608696,2.853691275,0.00025113,35462,0.00386329
1108068,3782114.25,7118,7분위,39.65517241,0.7383167,0.2616833,0,0,0,0,2.451612903,3.322520274,0.000184997,16653,0.002702216
1108084,2819509.137,17435,7분위,42.46575342,1,0,0,0,0,0,2.559546314,3.039501932,0.000391989,38809,0.003040532
1108071,3417526.891,10916,7분위,30.86419753,1,0,0,0,0,0,3.404040404,3.132772021,0.000206995,26335,0.002885893
1108072,3068132.634,9615,7분위,26.47058824,1,0,0,0,0,0,3.117647059,5.59350057,0.000239027,19442,0.003343277
1108076,2807701.103,9162,5분위,62.85714286,0.998797634,0,0,0.001202366,0,0,2.638356164,1.83461868,0.000180923,24315,0.002303105
1108077,2807701.103,6593,5분위,40.29850746,0.941419245,0.058580755,0,0,0,0,2.864628821,2.363888889,0.000273733,13740,0.002401747
1108078,2807701.103,7094,7분위,53.84615385,0.957362307,0.020271358,0,0.022366336,0,0,3.03125,2.711297071,0.000166038,15855,0.002081362
1108085,2607654.117,16697,6분위,18.49710983,0.946718357,0.007606345,0,0.045675297,0,0,3.508196721,2.712643678,0.000387474,35035,0.002711574
1109069,2913739.701,11377,6분위,42.85714286,0.90788928,0,0,0.09211072,0,0,3.033962264,2.544333076,0.000135066,23629,0.00241229
1109070,2913739.701,11775,5분위,27.95698925,0.97556883,0.02443117,0,0,0,0,2.955357143,2.987506247,0.000123214,21504,0.002232143
1109071,2913739.701,14073,6분위,71.28712871,0.975159284,0.024840716,0,0,0,0,2.578804348,2.94009043,0.00019535,29478,0.00254427
1109072,2913739.701,13795,6분위,31.11111111,0.99250832,0.00749168,0,0,0,1,2.785585586,2.941484301,0.000181425,26380,0.002084913
1109073,2913739.701,11742,7분위,51.61290323,1,0,0,0,0,0,1.747126437,2.12215478,0.000244156,31361,0.003443768
1109060,2338145.603,10476,5분위,42.42424242,0.901094581,0.098756734,6.58E-07,0.000148027,0,0,3.407407407,4.174765938,9.34E-05,18353,0.001852558
1109061,2338145.603,7659,5분위,56.84210526,0.91831522,0,0,0.08168478,0,0,4.31292517,4.049673203,0.000201049,15847,0.002965861
1109062,2338145.603,7579,6분위,39.09090909,0.976596838,0,0,0.023403162,0,0,4.893939394,2.672032193,0.000254954,16846,0.002255728
1109063,2311819.793,10452,5분위,25.74850299,0.409382331,0.040004012,0,0.550613656,0,0,2.378640777,2.950058072,0.000150305,20639,0.001938078
1109064,2311819.793,9731,6분위,29.8245614,1,0,0,0,0,0,2.781420765,2.475376197,0.00017764,21278,0.002772817
1109065,2311819.793,12998,5분위,48.61111111,0.924039784,0.075960216,0,0,0,0,2.713483146,3.093782563,0.000205502,22983,0.001740417
1109074,1901743.344,9647,6분위,5.252918288,0.094145148,0,0,0.905854852,0,0,3.93902439,3.495333812,0.000197734,20542,0.002726122
1109075,2311819.793,14563,5분위,16.76829268,0.419850098,0.013419405,0,0.566730497,0,0,2.275071633,3.119872136,0.000255434,30342,0.002405906
1110059,2689290.684,10877,7분위,30.68181818,0.54814506,0.034890533,0.000891597,0.41607281,0,0,2.541353383,2.013446215,0.000275874,24706,0.003319032
1110060,2689290.684,12458,6분위,47.61904762,0.055406277,0.000726668,0.899535708,0.044331348,0,0,3.276056338,2.291291291,0.000275563,29099,0.002955428
1110061,2689290.684,6654,5분위,40.29850746,0.60458552,0,0.000145174,0.395269306,0,1,2.543956044,1.934782609,0.000181468,13836,0.003035559
1110062,2689290.684,10753,7분위,54.73684211,0.530412436,0.13615886,0.154223483,0.179205221,0,3,9.739837398,3.90328152,0.000202177,26496,0.003057065
1110063,2689290.684,10266,7분위,37.14285714,0.662159146,0.024606233,0.313234621,0,0,0,2.520958084,2.897058824,0.000375017,24607,0.00316983
1110064,1853731.134,10426,5분위,5.389908257,0.090947152,0,0,0.909052848,0,0,2.554179567,2.934758772,0.000298141,21072,0.002325361
1110065,1853731.134,12123,6분위,68.6746988,0.430387579,0.002939239,0.229960946,0.336712236,0,0,2.134782609,4.038227147,0.000357221,26837,0.002869173
1110051,2216785.959,9441,5분위,45.96774194,0.966480707,0,0,0.033519293,0,0,2.717514124,3.3640625,0.000366714,21380,0.003086997
1110052,2216785.959,8673,5분위,38.88888889,0.99999901,0,9.90E-07,0,0,0,3.572115385,3.422554348,0.000184133,18728,0.003096967
1110053,2216785.959,7896,5분위,34,0.944789538,0.055209305,1.16E-06,0,0,0,2.968152866,3.353913043,0.000149076,16614,0.003491032
1110054,2216785.959,7196,6분위,44.23076923,1,0,0,0,0,0,2.4,2.470728793,0.000181448,18606,0.002741051
1110055,2369877.572,12737,6분위,69.56521739,0.675052385,0.018642386,0.241599385,0.064705845,0,0,3.303951368,4.751031121,0.000183222,28673,0.002894709
1110056,2369877.572,9509,5분위,40.54054054,0.534279458,0,0,0.465720542,0,0,2.450704225,1.958204334,0.000211648,19669,0.002999644
1110057,2369877.572,10068,6분위,17.9389313,0.380148282,0,0,0.619851718,0,0,4.025641026,2.494481236,0.000156197,27043,0.003069186
1111051,1945831.48,10472,6분위,61.20689655,0.658904052,0.012751784,0,0.328344164,0,0,3.015463918,3.510133179,0.000239937,21602,0.002777521
1111052,1945831.48,12063,6분위,32.4742268,0.308317217,0,0,0.691682783,0,0,2.581395349,2.775822494,0.000248312,26568,0.003011141
1111053,1945831.48,13009,7분위,37.60683761,0.527935803,0.293299539,0,0.178764658,0,0,2.6,2.967496542,0.000194687,29885,0.003045006
1111079,2580652.922,18300,6분위,48.22695035,0.800184967,0.029271971,0,0.170543062,0,0,4.199178645,3.571754636,0.000256013,36610,0.002731494
1111056,2580652.922,16502,7분위,12.02346041,0.207791793,0,0,0.792208207,0,6,4.653266332,4.755677369,0.000528441,40374,0.002798831
1111058,1997674.035,11662,7분위,31.61290323,0.740150119,0,0,0.259849881,0,0,4.364238411,5.673497268,0.000234562,26562,0.002635344
1111059,1997674.035,8303,7분위,52.94117647,0.898736733,0,0,0.101263267,0,0,1.571428571,2.220979021,0.000191057,21977,0.003458161
1111060,2191269.551,8624,8분위,10.15228426,0.376418416,0.002338701,0,0.621242884,0,0,2.265151515,3.480527638,0.000247769,23955,0.002588186
1111061,2191269.551,9073,8분위,28.57142857,0.953269596,0,0,0.046730404,0,2,1.672131148,3.137784091,0.00023913,26778,0.003510344
1111064,2477731.72,8476,7분위,4.705882353,0.448737059,0,0,0.551262941,0,0,3.222222222,3.027840482,0.000249508,19928,0.002709755
1111078,2191269.551,15408,6분위,46.66666667,0.872635165,0.036386975,0,0.09097786,0,0,2.086614173,2.870833333,0.000115989,34196,0.002105509
1111065,2764193.889,15655,7분위,9.430604982,0.235774221,0.005883159,0,0.75834262,0,0,3.548148148,2.906659389,0.000387616,38126,0.002072077
1111066,2764193.889,8798,7분위,62.29508197,0.982547686,0.017377349,0,7.50E-05,0,10,3.857798165,3.291371539,0.000187872,19980,0.002202202
1111076,2764193.889,12221,6분위,4.752475248,0.162990407,0,0,0.837009593,0,0,2.305164319,2.646699267,0.00022016,26166,0.002254835
1111069,2764193.889,11023,6분위,28.71287129,0.686475265,0,0,0.313524735,0,3,1.675291074,2.634023221,0.000140369,23940,0.002589808
1111077,2764193.889,13946,7분위,45.04504505,0.772827563,0.05255394,0,0.174618497,0,1,4.174603175,6.917513683,0.000196973,32641,0.003094268
1111072,2764193.889,9169,7분위,29.85074627,0.887748396,0,0,0.112251604,0,0,1.104166667,2.43556701,0.000334012,22547,0.003858606
1111073,2764193.889,8424,6분위,38.27160494,0.796591947,0,0,0.203408053,0,0,2.158730159,2.78725591,0.000205212,20444,0.003032675
1111074,2764193.889,7083,7분위,43.75,0.698429208,0.004732181,0,0.296838611,0,0,2.025,3.128534704,0.000164637,18677,0.003158966
1112051,3048223.532,17479,7분위,23.46368715,0.665775874,0.000496633,0,0.333727493,0,1,5.192546584,4.411829537,0.00022904,36807,0.002635368
1112052,3067343.486,17969,7분위,16.61341853,0.384860691,0.016937378,0,0.598201931,0,0,1.604878049,3.028143441,0.000188371,38518,0.002985617
1112072,3067343.486,13956,5분위,22.46376812,0.576942655,0.026722359,0,0.396334985,0,0,1.764705882,2.649971215,0.000338619,27545,0.001996733
1112055,3147416.252,11152,6분위,52.57731959,0.711623753,0.02766642,0,0.260709826,0,0,1.829787234,2.682162162,0.000153235,21876,0.003062717
1112056,3147416.252,12643,6분위,37.5,0.840875572,0.011820533,0,0.147303895,0,7,2.5917603,2.927263969,0.000323159,28240,0.002160057
1112057,2661264.881,13401,6분위,26.8115942,0.720866929,0,0,0.279133071,0,0,2.130801688,3.248436612,0.000215035,32207,0.002080293
1112058,4048094.129,14312,6분위,54.11764706,0.926020633,0.073979367,0,0,0,1,2.186046512,2.384987113,0.00018546,26881,0.002641271
1112059,3293769.148,14058,6분위,23.33333333,0.987907757,0.012092243,0,0,0,0,5.903225806,3.134917268,0.00026403,32960,0.002154126
1112060,3293769.148,11005,7분위,46.15384615,0.980317635,0.019682365,0,0,0,0,3.220338983,2.329331046,0.000236886,27912,0.002901978
1112073,3293769.148,12765,5분위,50.79365079,0.892159423,0.107840577,0,0,0,0,3.965116279,2.253961068,0.000124306,24336,0.00295858
1112074,3207223.389,20857,6분위,37.93103448,0.964467051,0,0,0.035532949,0,0,3.062770563,2.447756607,0.000229733,45384,0.002489864
1112065,8314183.794,11838,6분위,30.95238095,0.816889867,0,0,0.183110133,0,0,4.408695652,2.362186788,0.000110715,27031,0.002404647
1112066,8314183.794,9044,6분위,36,0.780084266,0,0,0.219915734,0,3,2.225274725,2.05274374,0.00024434,20211,0.003067636
1112067,3131777.961,6891,6분위,25.92592593,0.981017293,0.018928084,0,5.46E-05,0,0,4.06,3.141422594,0.000153779,14909,0.004561003
1112068,3526276.008,4737,7분위,22.48062016,0.619733778,0.016731408,0,0.363534814,0,0,2.090909091,3.664295875,0.000316759,12692,0.002678853
1112071,1029029.479,21642,8분위,9.800520382,0.196008159,0.011910746,0,0.792081095,0,0,2.615853659,4.319206189,0.000507882,55798,0.002831643
